,Pokedex Number,Pokemon Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth Total,Egg Cycle Count
893,668,Pyroar,,,1.5,81.5,Fire,Normal,12.5,87.5,50,86,68,72,109,66,106,507,0,0,0,2,0,0,2,65,1059860,20
894,669,Flabébé,,,0.1,0.1,Fairy,Fairy,0.0,100.0,50,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,1000000,20
895,669,"""Yellow Flower"" Flabébé",1086.0,,0.1,0.1,Fairy,Fairy,0.0,100.0,50,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,1000000,20
896,669,"""Orange Flower"" Flabébé",1086.0,,0.1,0.1,Fairy,Fairy,0.0,100.0,50,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,1000000,20
897,669,"""Blue Flower"" Flabébé",1086.0,,0.1,0.1,Fairy,Fairy,0.0,100.0,50,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,1000000,20
898,669,"""White Flower"" Flabébé",1086.0,,0.1,0.1,Fairy,Fairy,0.0,100.0,50,44,38,39,61,79,42,303,0,0,0,0,1,0,1,225,1000000,20
899,670,Floette,,,0.2,0.9,Fairy,Fairy,0.0,100.0,50,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,1000000,20
900,670,"""Yellow Flower"" Floette",1088.0,,0.2,0.9,Fairy,Fairy,0.0,100.0,50,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,1000000,20
901,670,"""Orange Flower"" Floette",1088.0,,0.2,0.9,Fairy,Fairy,0.0,100.0,50,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,1000000,20
902,670,"""Blue Flower"" Floette",1088.0,,0.2,0.9,Fairy,Fairy,0.0,100.0,50,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,1000000,20
903,670,"""White Flower"" Floette",1088.0,,0.2,0.9,Fairy,Fairy,0.0,100.0,50,54,45,47,75,98,52,371,0,0,0,0,2,0,2,120,1000000,20
904,671,Florges,,,1.1,10.0,Fairy,Fairy,0.0,100.0,50,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,1000000,20
905,671,"""Yellow Flower"" Florges",1089.0,,1.1,10.0,Fairy,Fairy,0.0,100.0,50,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,1000000,20
906,671,"""Orange Flower"" Florges",1089.0,,1.1,10.0,Fairy,Fairy,0.0,100.0,50,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,1000000,20
907,671,"""Blue Flower"" Florges",1089.0,,1.1,10.0,Fairy,Fairy,0.0,100.0,50,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,1000000,20
908,671,"""White Flower"" Florges",1089.0,,1.1,10.0,Fairy,Fairy,0.0,100.0,50,78,65,68,112,154,75,552,0,0,0,0,3,0,3,45,1000000,20
909,672,Skiddo,,,0.9,31.0,Grass,Grass,50.0,50.0,50,66,65,48,62,57,52,350,1,0,0,0,0,0,1,200,1000000,20
910,673,Gogoat,,,1.7,91.0,Grass,Grass,50.0,50.0,50,123,100,62,97,81,68,531,2,0,0,0,0,0,2,45,1000000,20
911,674,Pancham,,,0.6,8.0,Fighting,Fighting,50.0,50.0,50,67,82,62,46,48,43,348,0,1,0,0,0,0,1,220,1000000,25
912,675,Pangoro,,,2.1,136.0,Fighting,Dark,50.0,50.0,50,95,124,78,69,71,58,495,0,2,0,0,0,0,2,65,1000000,25
913,676,Furfrou,,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
914,676,"""Heart Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
915,676,"""Star Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
916,676,"""Diamond Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
917,676,"""Debutante Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
918,676,"""Matron Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
919,676,"""Dandy Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
920,676,"""La Reine Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
921,676,"""Kabuki Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
922,676,"""Pharaoh Trim"" Furfrou",1094.0,,1.2,28.0,Normal,Normal,50.0,50.0,70,75,80,60,65,90,102,472,0,0,0,0,0,1,1,160,1000000,20
923,677,Espurr,,,0.3,3.5,Psychic,Psychic,50.0,50.0,50,62,48,54,63,60,68,355,0,0,0,0,0,1,1,190,1000000,20
924,678,Meowstic,,,0.6,8.5,Psychic,Psychic,100.0,0.0,50,74,48,76,83,81,104,466,0,0,0,0,0,2,2,75,1000000,20
925,678,"""Female"" Meowstic",1096.0,,0.6,8.5,Psychic,Psychic,0.0,100.0,50,74,48,76,83,81,104,466,0,0,0,0,0,2,2,75,1000000,20
926,679,Honedge,,,0.8,2.0,Steel,Ghost,50.0,50.0,50,45,80,100,35,37,28,325,0,0,1,0,0,0,1,180,1000000,20
927,680,Doublade,,,0.8,4.5,Steel,Ghost,50.0,50.0,50,59,110,150,45,49,35,448,0,0,2,0,0,0,2,90,1000000,20
928,681,Aegislash,,,1.7,53.0,Steel,Ghost,50.0,50.0,50,60,50,140,50,140,60,500,0,0,2,0,1,0,3,45,1000000,20
929,681,"""Blade"" Aegislash",1098.0,,1.7,53.0,Steel,Ghost,50.0,50.0,50,60,140,50,140,50,60,500,0,2,0,1,0,0,3,45,1000000,20
930,682,Spritzee,,,0.2,0.5,Fairy,Fairy,50.0,50.0,50,78,52,60,63,65,23,341,1,0,0,0,0,0,1,200,1000000,20
931,683,Aromatisse,,,0.8,15.5,Fairy,Fairy,50.0,50.0,50,101,72,72,99,89,29,462,2,0,0,0,0,0,2,140,1000000,20
932,684,Swirlix,,,0.4,3.5,Fairy,Fairy,50.0,50.0,50,62,48,66,59,57,49,341,0,0,1,0,0,0,1,200,1000000,20
933,685,Slurpuff,,,0.8,5.0,Fairy,Fairy,50.0,50.0,50,82,80,86,85,75,72,480,0,0,2,0,0,0,2,140,1000000,20
934,686,Inkay,,,0.4,3.5,Dark,Psychic,50.0,50.0,50,53,54,53,37,46,45,288,0,1,0,0,0,0,1,190,1000000,20
935,687,Malamar,,,1.5,47.0,Dark,Psychic,50.0,50.0,50,86,92,88,68,75,73,482,0,2,0,0,0,0,2,80,1000000,20
936,688,Binacle,,,0.5,31.0,Rock,Water,50.0,50.0,50,42,52,67,39,56,50,306,0,1,0,0,0,0,1,120,1000000,20
937,689,Barbaracle,,,1.3,96.0,Rock,Water,50.0,50.0,50,72,105,115,54,86,68,500,0,2,0,0,0,0,2,45,1000000,20
938,690,Skrelp,,,0.5,7.3,Poison,Water,50.0,50.0,50,50,60,60,60,60,30,320,0,0,0,0,1,0,1,225,1000000,20
939,691,Dragalge,,,1.8,81.5,Poison,Dragon,50.0,50.0,50,65,75,90,97,123,44,494,0,0,0,0,2,0,2,55,1000000,20
940,692,Clauncher,,,0.5,8.3,Water,Water,50.0,50.0,50,50,53,62,58,63,44,330,0,0,0,1,0,0,1,225,1250000,15
941,693,Clawitzer,,,1.3,35.3,Water,Water,50.0,50.0,50,71,73,88,120,89,59,500,0,0,0,2,0,0,2,55,1250000,15
942,694,Helioptile,,,0.5,6.0,Electric,Normal,50.0,50.0,50,44,38,33,61,43,70,289,0,0,0,0,0,1,1,190,1000000,20
943,695,Heliolisk,,,1.0,21.0,Electric,Normal,50.0,50.0,50,62,55,52,109,94,109,481,0,0,0,1,0,1,2,75,1000000,20
944,696,Tyrunt,,,0.8,26.0,Rock,Dragon,87.5,12.5,50,58,89,77,45,45,48,362,0,1,0,0,0,0,1,45,1000000,30
945,697,Tyrantrum,,,2.5,270.0,Rock,Dragon,87.5,12.5,50,82,121,119,69,59,71,521,0,2,0,0,0,0,2,45,1000000,30
946,698,Amaura,,,1.3,25.2,Rock,Ice,87.5,12.5,50,77,59,50,67,63,46,362,1,0,0,0,0,0,1,45,1000000,30
947,699,Aurorus,,,2.7,225.0,Rock,Ice,87.5,12.5,50,123,77,72,99,92,58,521,2,0,0,0,0,0,2,45,1000000,30
948,700,Sylveon,,,1.0,23.5,Fairy,Fairy,87.5,12.5,50,95,65,65,110,130,60,525,0,0,0,0,2,0,2,45,1000000,35
949,700,Sylveon,,,1.0,23.5,Fairy,Fairy,87.5,12.5,50,95,65,65,110,130,60,525,0,0,0,0,2,0,2,45,1000000,35
950,701,Hawlucha,,,0.8,21.5,Fighting,Flying,50.0,50.0,50,78,92,75,74,63,118,500,0,2,0,0,0,0,2,100,1000000,20
951,702,Dedenne,,,0.2,2.2,Electric,Fairy,50.0,50.0,50,67,58,57,81,67,101,431,0,0,0,0,0,2,2,180,1000000,20
952,703,Carbink,,,0.3,5.7,Rock,Fairy,0.0,0.0,50,50,50,150,50,150,50,500,0,0,1,0,1,0,2,60,1250000,25
953,704,Goomy,,,0.3,2.8,Dragon,Dragon,50.0,50.0,35,45,50,35,55,75,40,300,0,0,0,0,1,0,1,45,1250000,40
954,705,Sliggoo,,,0.8,17.5,Dragon,Dragon,50.0,50.0,35,68,75,53,83,113,60,452,0,0,0,0,2,0,2,45,1250000,40
955,705,"""Hisui"" Sliggoo",1134.0,,0.7,68.5,Steel,Dragon,50.0,50.0,35,58,75,83,83,113,40,452,0,0,0,0,2,0,2,105,1250000,40
956,705,"""Hisui"" Sliggoo",1134.0,,0.7,68.5,Steel,Dragon,50.0,50.0,35,58,75,83,83,113,40,452,0,0,0,0,2,0,2,105,1250000,40
957,706,Goodra,,,2.0,150.5,Dragon,Dragon,50.0,50.0,35,90,100,70,110,150,80,600,0,0,0,0,3,0,3,45,1250000,40
958,706,"""Hisui"" Goodra",1135.0,,1.7,334.1,Steel,Dragon,50.0,50.0,35,80,100,100,110,150,60,600,0,0,0,0,3,0,3,55,1250000,40
959,707,Klefki,,,0.2,3.0,Steel,Fairy,50.0,50.0,50,57,80,91,80,87,75,470,0,0,1,0,0,0,1,75,800000,20
960,708,Phantump,,,0.4,7.0,Ghost,Grass,50.0,50.0,50,43,70,48,50,60,38,309,0,1,0,0,0,0,1,120,1000000,20
961,709,Trevenant,,,1.5,71.0,Ghost,Grass,50.0,50.0,50,85,110,76,65,82,56,474,0,2,0,0,0,0,2,60,1000000,20
962,710,Pumpkaboo,,,0.4,5.0,Ghost,Grass,50.0,50.0,50,49,66,70,44,55,51,335,0,0,1,0,0,0,1,120,1000000,20
963,710,"""Small Size"" Pumpkaboo",1140.0,,0.3,3.5,Ghost,Grass,50.0,50.0,50,44,66,70,44,55,56,335,0,0,1,0,0,0,1,120,1000000,20
964,710,"""Large Size"" Pumpkaboo",1140.0,,0.5,7.5,Ghost,Grass,50.0,50.0,50,54,66,70,44,55,46,335,0,0,1,0,0,0,1,120,1000000,20
965,710,"""Super Size"" Pumpkaboo",1140.0,,0.8,15.0,Ghost,Grass,50.0,50.0,50,59,66,70,44,55,41,335,0,0,1,0,0,0,1,120,1000000,20
966,711,Gourgeist,,,0.9,12.5,Ghost,Grass,50.0,50.0,50,65,90,122,58,75,84,494,0,0,2,0,0,0,2,60,1000000,20
967,711,"""Small Size"" Gourgeist",1141.0,,0.7,9.5,Ghost,Grass,50.0,50.0,50,55,85,122,58,75,99,494,0,0,2,0,0,0,2,60,1000000,20
968,711,"""Large Size"" Gourgeist",1141.0,,1.1,14.0,Ghost,Grass,50.0,50.0,50,75,95,122,58,75,69,494,0,0,2,0,0,0,2,60,1000000,20
969,711,"""Super Size"" Gourgeist",1141.0,,1.7,39.0,Ghost,Grass,50.0,50.0,50,85,100,122,58,75,54,494,0,0,2,0,0,0,2,60,1000000,20
970,712,Bergmite,,,1.0,99.5,Ice,Ice,50.0,50.0,50,55,69,85,32,35,28,304,0,0,1,0,0,0,1,190,1000000,20
971,713,"""Hisui"" Avalugg",1143.0,,1.4,262.4,Ice,Rock,50.0,50.0,50,95,127,184,34,36,38,514,0,0,2,0,0,0,2,135,1000000,20
972,713,"""Hisui"" Avalugg",1143.0,,1.4,262.4,Ice,Rock,50.0,50.0,50,95,127,184,34,36,38,514,0,0,2,0,0,0,2,135,1000000,20
973,713,Avalugg,,,2.0,505.0,Ice,Ice,50.0,50.0,50,95,117,184,44,46,28,514,0,0,2,0,0,0,2,55,1000000,20
974,714,Noibat,,,0.5,8.0,Flying,Dragon,50.0,50.0,50,40,30,35,45,40,55,245,0,0,0,0,0,1,1,190,1000000,20
975,715,Noivern,,,1.5,85.0,Flying,Dragon,50.0,50.0,50,85,70,80,97,80,123,535,0,0,0,0,0,2,2,45,1000000,20
976,716,Xerneas,,Legendary,3.0,215.0,Fairy,Fairy,0.0,0.0,0,126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,1250000,120
977,717,Yveltal,,Legendary,5.8,203.0,Dark,Flying,0.0,0.0,0,126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,1250000,120
978,718,Zygarde,,Legendary,5.0,305.0,Dragon,Ground,0.0,0.0,0,108,100,121,81,95,95,600,3,0,0,0,0,0,3,3,1250000,120
979,718,"""10%"" Zygarde",1148.0,Legendary,1.2,33.5,Dragon,Ground,0.0,0.0,0,54,100,71,61,85,115,486,3,0,0,0,0,0,3,3,1250000,120
980,718,"""Complete"" Zygarde",1148.0,Legendary,4.5,610.0,Dragon,Ground,0.0,0.0,0,216,100,121,91,95,85,708,3,0,0,0,0,0,3,3,1250000,120
981,719,"""Mega"" Diancie",1149.0,Mythical,1.1,27.8,Rock,Fairy,0.0,0.0,70,50,160,110,160,110,110,700,0,0,1,0,2,0,3,3,1250000,25
982,719,Diancie,,Mythical,0.7,8.8,Rock,Fairy,0.0,0.0,50,50,100,150,100,150,50,600,0,0,1,0,2,0,3,3,1250000,25
983,720,Hoopa,,Mythical,0.5,9.0,Psychic,Ghost,0.0,0.0,100,80,110,60,150,130,70,600,0,0,0,3,0,0,3,3,1250000,120
984,720,"""Unbound"" Hoopa",1151.0,Mythical,6.5,490.0,Psychic,Dark,0.0,0.0,50,80,160,60,170,130,80,680,0,0,0,3,0,0,3,3,1250000,120
985,721,Volcanion,,Mythical,1.7,195.0,Fire,Water,0.0,0.0,100,80,110,120,130,90,70,600,0,0,0,3,0,0,3,3,1250000,120
986,722,Rowlet,,,0.3,1.5,Grass,Flying,87.5,12.5,50,68,55,55,50,50,40,318,1,0,0,0,0,0,1,45,1059860,15
987,723,Dartrix,,,0.7,16.0,Grass,Flying,87.5,12.5,50,78,75,75,70,70,52,420,2,0,0,0,0,0,2,45,1059860,15
988,724,Decidueye,,,1.6,36.6,Grass,Ghost,87.5,12.5,50,78,107,75,100,100,70,530,0,3,0,0,0,0,3,45,1059860,15
989,724,"""Hisui"" Decidueye",1248.0,,1.6,37.0,Grass,Fighting,87.5,12.5,50,88,112,80,95,95,60,530,0,3,0,0,0,0,3,55,1059860,15
990,724,"""Hisui"" Decidueye",1248.0,,1.6,37.0,Grass,Fighting,87.5,12.5,50,88,112,80,95,95,60,530,0,3,0,0,0,0,3,55,1059860,15
991,725,Litten,,,0.4,4.3,Fire,Fire,87.5,12.5,50,45,65,40,60,40,70,320,0,0,0,0,0,1,1,45,1059860,15
992,726,Torracat,,,0.7,25.0,Fire,Fire,87.5,12.5,50,65,85,50,80,50,90,420,0,0,0,0,0,2,2,45,1059860,15
993,727,Incineroar,,,1.8,83.0,Fire,Dark,87.5,12.5,50,95,115,90,80,90,60,530,0,3,0,0,0,0,3,45,1059860,15
994,728,Popplio,,,0.4,7.5,Water,Water,87.5,12.5,50,50,54,54,66,56,40,320,0,0,0,1,0,0,1,45,1059860,15
995,729,Brionne,,,0.6,17.5,Water,Water,87.5,12.5,50,60,69,69,91,81,50,420,0,0,0,2,0,0,2,45,1059860,15
996,730,Primarina,,,1.8,44.0,Water,Fairy,87.5,12.5,50,80,74,74,126,116,60,530,0,0,0,3,0,0,3,45,1059860,15
997,731,Pikipek,,,0.3,1.2,Normal,Flying,50.0,50.0,70,35,75,30,30,30,65,265,0,1,0,0,0,0,1,255,1000000,15
998,732,Trumbeak,,,0.6,14.8,Normal,Flying,50.0,50.0,70,55,85,50,40,50,75,355,0,2,0,0,0,0,2,120,1000000,15
999,733,Toucannon,,,1.1,26.0,Normal,Flying,50.0,50.0,70,80,120,75,75,75,60,485,0,3,0,0,0,0,3,45,1000000,15
1000,734,Yungoos,,,0.4,6.0,Normal,Normal,50.0,50.0,50,48,70,30,30,30,45,253,0,1,0,0,0,0,1,255,1000000,15
1001,735,Gumshoos,,,0.7,14.2,Normal,Normal,50.0,50.0,50,88,110,60,55,60,45,418,0,2,0,0,0,0,2,127,1000000,15
1002,736,Grubbin,,,0.4,4.4,Bug,Bug,50.0,50.0,50,47,62,45,55,45,46,300,0,1,0,0,0,0,1,255,1000000,15
1003,737,Charjabug,,,0.5,10.5,Bug,Electric,50.0,50.0,50,57,82,95,55,75,36,400,0,0,2,0,0,0,2,120,1000000,15
1004,738,Vikavolt,,,1.5,45.0,Bug,Electric,50.0,50.0,50,77,70,90,145,75,43,500,0,0,0,3,0,0,3,45,1000000,15
1005,738,Vikavolt,,,1.5,45.0,Bug,Electric,50.0,50.0,50,77,70,90,145,75,43,500,0,0,0,3,0,0,3,45,1000000,15
1006,739,Crabrawler,,,0.6,7.0,Fighting,Fighting,50.0,50.0,50,47,82,57,42,47,63,338,0,1,0,0,0,0,1,225,1000000,20
1007,740,Crabominable,,,1.7,180.0,Fighting,Ice,50.0,50.0,50,97,132,77,62,67,43,478,0,2,0,0,0,0,2,60,1000000,20
1008,740,Crabominable,,,1.7,180.0,Fighting,Ice,50.0,50.0,50,97,132,77,62,67,43,478,0,2,0,0,0,0,2,60,1000000,20
1009,741,Oricorio,,,0.6,3.4,Fire,Flying,25.0,75.0,50,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,1000000,20
1010,741,"""Pom-Pom"" Oricorio",1267.0,,0.6,3.4,Electric,Flying,25.0,75.0,50,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,1000000,20
1011,741,"""Pa'u"" Oricorio",1267.0,,0.6,3.4,Psychic,Flying,25.0,75.0,50,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,1000000,20
1012,741,"""Sensu"" Oricorio",1267.0,,0.6,3.4,Ghost,Flying,25.0,75.0,50,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,1000000,20
1013,742,Cutiefly,,,0.1,0.2,Bug,Fairy,50.0,50.0,50,40,45,40,55,40,84,304,0,0,0,0,0,1,1,190,1000000,20
1014,743,Ribombee,,,0.2,0.5,Bug,Fairy,50.0,50.0,50,60,55,60,96,70,124,465,0,0,0,0,0,2,2,75,1000000,20
1015,744,Rockruff,,,0.5,9.2,Rock,Rock,50.0,50.0,50,45,65,40,30,40,60,280,0,1,0,0,0,0,1,190,1000000,15
1016,745,Lycanroc,,,0.8,25.0,Rock,Rock,50.0,50.0,50,75,115,65,55,65,112,487,0,2,0,0,0,0,2,90,1000000,15
1017,745,"""Midnight"" Lycanroc",1271.0,,1.1,25.0,Rock,Rock,50.0,50.0,50,85,115,75,55,75,82,487,0,2,0,0,0,0,2,90,1000000,15
1018,745,"""Dusk"" Lycanroc",1271.0,,0.8,25.0,Rock,Rock,50.0,50.0,50,75,117,65,55,65,110,487,0,2,0,0,0,0,2,90,1000000,15
1019,746,Wishiwashi,,,0.2,0.3,Water,Water,50.0,50.0,50,45,20,20,25,25,40,175,1,0,0,0,0,0,1,60,800000,15
1020,746,"""School"" Wishiwashi",1272.0,,8.2,78.6,Water,Water,50.0,50.0,50,45,140,130,140,135,30,620,1,0,0,0,0,0,1,60,800000,15
1021,747,Mareanie,,,0.4,8.0,Poison,Water,50.0,50.0,50,50,53,62,43,52,45,305,0,0,1,0,0,0,1,190,1000000,20
1022,748,Toxapex,,,0.7,14.5,Poison,Water,50.0,50.0,50,50,63,152,53,142,35,495,0,0,2,0,0,0,2,75,1000000,20
1023,749,Mudbray,,,1.0,110.0,Ground,Ground,50.0,50.0,50,70,100,70,45,55,45,385,0,1,0,0,0,0,1,190,1000000,20
1024,750,Mudsdale,,,2.5,920.0,Ground,Ground,50.0,50.0,50,100,125,100,55,85,35,500,0,2,0,0,0,0,2,60,1000000,20
1025,751,Dewpider,,,0.3,4.0,Water,Bug,50.0,50.0,50,38,40,52,40,72,27,269,0,0,0,0,1,0,1,200,1000000,15
1026,752,Araquanid,,,1.8,82.0,Water,Bug,50.0,50.0,50,68,70,92,50,132,42,454,0,0,0,0,2,0,2,100,1000000,15
1027,753,Fomantis,,,0.3,1.5,Grass,Grass,50.0,50.0,50,40,55,35,50,35,35,250,0,1,0,0,0,0,1,190,1000000,20
1028,754,Lurantis,,,0.9,18.5,Grass,Grass,50.0,50.0,50,70,105,90,80,90,45,480,0,2,0,0,0,0,2,75,1000000,20
1029,755,Morelull,,,0.2,1.5,Grass,Fairy,50.0,50.0,50,40,35,55,65,75,15,285,0,0,0,0,1,0,1,190,1000000,20
1030,756,Shiinotic,,,1.0,11.5,Grass,Fairy,50.0,50.0,50,60,45,80,90,100,30,405,0,0,0,0,2,0,2,75,1000000,20
1031,757,Salandit,,,0.6,4.8,Poison,Fire,87.5,12.5,50,48,44,40,71,40,77,320,0,0,0,0,0,1,1,120,1000000,20
1032,758,Salazzle,,,1.2,22.2,Poison,Fire,0.0,100.0,50,68,64,60,111,60,117,480,0,0,0,0,0,2,2,45,1000000,20
1033,759,Stufful,,,0.5,6.8,Normal,Fighting,50.0,50.0,50,70,75,50,45,50,50,340,0,1,0,0,0,0,1,140,1000000,15
1034,760,Bewear,,,2.1,135.0,Normal,Fighting,50.0,50.0,50,120,125,80,55,60,60,500,0,2,0,0,0,0,2,70,1000000,15
1035,761,Bounsweet,,,0.3,3.2,Grass,Grass,0.0,100.0,50,42,30,38,30,38,32,210,1,0,0,0,0,0,1,235,1059860,20
1036,762,Steenee,,,0.7,8.2,Grass,Grass,0.0,100.0,50,52,40,48,40,48,62,290,0,0,0,0,0,2,2,120,1059860,20
1037,763,Tsareena,,,1.2,21.4,Grass,Grass,0.0,100.0,50,72,120,98,50,98,72,510,0,3,0,0,0,0,3,45,1059860,20
1038,764,Comfey,,,0.1,0.3,Fairy,Fairy,25.0,75.0,50,51,52,90,82,110,100,485,0,0,0,0,2,0,2,60,800000,20
1039,765,Oranguru,,,1.5,76.0,Normal,Psychic,50.0,50.0,50,90,60,80,90,110,60,490,0,0,0,0,2,0,2,45,1250000,20
1040,766,Passimian,,,2.0,82.8,Fighting,Fighting,50.0,50.0,50,100,120,90,40,60,80,490,0,2,0,0,0,0,2,45,1250000,20
1041,767,Wimpod,,,0.5,12.0,Bug,Water,50.0,50.0,50,25,35,40,20,30,80,230,0,0,0,0,0,1,1,90,1000000,20
1042,768,Golisopod,,,2.0,108.0,Bug,Water,50.0,50.0,50,75,125,140,60,90,40,530,0,0,2,0,0,0,2,45,1000000,20
1043,769,Sandygast,,,0.5,70.0,Ghost,Ground,50.0,50.0,50,55,55,80,70,45,15,320,0,0,1,0,0,0,1,140,1000000,15
1044,770,Palossand,,,1.3,250.0,Ghost,Ground,50.0,50.0,50,85,75,110,100,75,35,480,0,0,2,0,0,0,2,60,1000000,15
1045,771,Pyukumuku,,,0.3,1.2,Water,Water,50.0,50.0,50,55,60,130,30,130,5,410,0,0,0,0,2,0,2,60,800000,15
1046,772,Type: Null,,Sub-Legendary,1.9,120.5,Normal,Normal,0.0,0.0,0,95,95,95,95,95,59,534,2,0,0,0,0,0,2,3,1250000,120
1047,773,Silvally,,Sub-Legendary,2.3,100.5,Normal,Normal,0.0,0.0,0,95,95,95,95,95,95,570,3,0,0,0,0,0,3,3,1250000,120
1048,774,Minior,,,0.3,40.0,Rock,Flying,0.0,0.0,70,60,60,100,60,100,60,440,0,0,1,0,1,0,2,30,1059860,25
1049,774,"""Red Core"" Minior",1302.0,,0.3,0.3,Rock,Flying,0.0,0.0,70,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,1059860,25
1050,774,"""Orange Core"" Minior",1302.0,,0.3,0.3,Rock,Flying,0.0,0.0,70,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,1059860,25
1051,774,"""Yellow Core"" Minior",1302.0,,0.3,0.3,Rock,Flying,0.0,0.0,70,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,1059860,25
1052,774,"""Green Core"" Minior",1302.0,,0.3,0.3,Rock,Flying,0.0,0.0,70,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,1059860,25
1053,774,"""Blue Core"" Minior",1302.0,,0.3,0.3,Rock,Flying,0.0,0.0,70,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,1059860,25
1054,774,"""Indigo Core"" Minior",1302.0,,0.3,0.3,Rock,Flying,0.0,0.0,70,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,1059860,25
1055,774,"""Violet Core"" Minior",1302.0,,0.3,0.3,Rock,Flying,0.0,0.0,70,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,1059860,25
1056,775,Komala,,,0.4,19.9,Normal,Normal,50.0,50.0,50,65,115,65,75,95,65,480,0,2,0,0,0,0,2,45,1250000,20
1057,776,Turtonator,,,2.0,212.0,Fire,Dragon,50.0,50.0,50,60,78,135,91,85,36,485,0,0,2,0,0,0,2,70,1000000,20
1058,777,Togedemaru,,,0.3,3.3,Electric,Steel,50.0,50.0,50,65,98,63,40,73,96,435,0,2,0,0,0,0,2,180,1000000,10
1059,778,Mimikyu,,,0.2,0.7,Ghost,Fairy,50.0,50.0,50,55,90,80,50,105,96,476,0,0,0,0,2,0,2,45,1000000,20
1060,779,Bruxish,,,0.9,19.0,Water,Psychic,50.0,50.0,50,68,105,70,70,70,92,475,0,2,0,0,0,0,2,80,1000000,15
1061,780,Drampa,,,3.0,185.0,Normal,Dragon,50.0,50.0,50,78,60,85,135,91,36,485,0,0,0,2,0,0,2,70,1000000,20
1062,781,Dhelmise,,,3.9,210.0,Ghost,Grass,0.0,0.0,50,70,131,100,86,90,40,517,0,2,0,0,0,0,2,25,1000000,25
1063,782,Jangmo-o,,,0.6,29.7,Dragon,Dragon,50.0,50.0,50,45,55,65,45,45,45,300,0,0,1,0,0,0,1,45,1250000,40
1064,783,Hakamo-o,,,1.2,47.0,Dragon,Fighting,50.0,50.0,50,55,75,90,65,70,65,420,0,0,2,0,0,0,2,45,1250000,40
1065,784,Kommo-o,,,1.6,78.2,Dragon,Fighting,50.0,50.0,50,75,110,125,100,105,85,600,0,0,3,0,0,0,3,45,1250000,40
1066,785,Tapu Koko,,Sub-Legendary,1.8,20.5,Electric,Fairy,0.0,0.0,50,70,115,85,95,75,130,570,0,0,0,0,0,3,3,3,1250000,15
